,full_name,team,position,height,inches,weight,birth_date,age,years_exp,college,number,nflfastr_name
1310,Joe Noteboom,LA,G,"6'5""",77,321,1995-06-19,25.0,2.0,TCU,70,J.Noteboom
1311,Joe Ostman,PHI,DE,"6'3""",75,259,1995-07-12,25.0,2.0,Central Michigan,95,J.Ostman
1312,Joe Reed,LAC,WR,"6'0""",72,211,1998-01-04,22.0,0.0,Virginia,12,J.Reed
1313,Joe Schobert,JAX,ILB,"6'1""",73,245,1993-11-06,26.0,4.0,Wisconsin,47,J.Schobert
1314,Joe Thomas,DAL,OLB,"6'1""",73,233,1991-05-06,29.0,6.0,South Carolina State,48,J.Thomas
1315,Joe Thuney,NE,G,"6'5""",77,308,1992-11-18,27.0,4.0,North Carolina State,62,J.Thuney
1316,Joe Walker,SF,ILB,"6'2""",74,236,1992-12-11,27.0,4.0,Oregon,59,J.Walker
1317,Joejuan Williams,NE,CB,"6'3""",75,212,1997-12-06,22.0,1.0,Vanderbilt,33,J.Williams
1318,Joel Bitonio,CLE,G,"6'4""",76,320,1991-10-11,28.0,6.0,Nevada,75,J.Bitonio
1319,Joel Iyiegbuniwe,CHI,ILB,"6'1""",73,226,1995-10-12,24.0,2.0,Western Kentucky,45,J.Iyiegbuniwe
1320,Joey Bosa,LAC,DE,"6'5""",77,280,1995-07-11,25.0,4.0,Ohio State,97,J.Bosa
1321,Joey Ivie,TEN,NT,"6'3""",75,301,1995-01-22,25.0,3.0,Florida,96,J.Ivie
1322,Joey Slye,CAR,K,"5'11""",71,213,1996-04-10,24.0,1.0,Virginia Tech,4,J.Slye
1323,John Atkins,DET,DT,"6'3""",75,320,1992-12-21,27.0,2.0,Georgia,99,J.Atkins
1324,John Battle,PIT,SS,"6'0""",72,201,1995-02-21,25.0,1.0,LSU,21,J.Battle
1325,John Brannon,LAC,CB,"6'0""",72,190,1998-03-10,22.0,0.0,Western Carolina,38,J.Brannon
1326,John Brown,BUF,WR,"5'11""",71,178,1990-04-03,30.0,6.0,Pittsburg State,15,J.Brown
1327,John Cominsky,ATL,DE,"6'5""",77,285,1995-11-22,24.0,1.0,Charleston (WV),50,J.Cominsky
1328,John Daka,BAL,OLB,"6'2""",74,240,1997-12-02,22.0,0.0,James Madison,56,J.Daka
1329,John Franklin,LA,DE,"6'4""",76,283,1996-09-26,22.0,1.0,Stephen F. Austin,94,J.Franklin
1330,John Franklin,TB,WR,"6'1""",73,186,1994-09-21,25.0,2.0,Florida Atlantic,19,J.Franklin
1331,John Franklin-Myers,NYJ,DE,"6'4""",76,288,1996-09-26,23.0,2.0,Stephen F. Austin State,56,J.Franklin-Myers
1332,John Hightower,PHI,WR,"6'1""",73,189,1996-05-31,24.0,0.0,Boise State,82,J.Hightower
1333,John Jenkins,CHI,DT,"6'3""",75,327,1989-07-11,31.0,7.0,Georgia,90,J.Jenkins
1334,John Johnson III,LA,SS,"6'0""",72,209,1995-12-19,24.0,3.0,Boston College,43,J.JohnsonIII
1335,John Keenoy,PIT,C,"6'3""",75,300,1997-02-26,23.0,1.0,Western Michigan,64,J.Keenoy
1336,John Kelly,LA,RB,"5'10""",70,205,1996-10-04,23.0,2.0,Tennessee,42,J.Kelly
1337,John Leglue,GB,OT,"6'6""",78,301,1996-04-17,24.0,1.0,Tulane,79,J.Leglue
1338,John Lovett,GB,FB,"6'3""",75,225,1996-04-25,24.0,1.0,Princeton,45,J.Lovett
1339,John Miller,CAR,G,"6'3""",75,315,1993-08-12,27.0,5.0,Louisville,67,J.Miller
1340,John Molchon,TB,OL,"6'5""",77,318,1997-02-02,23.0,0.0,Boise State,75,J.Molchon
1341,John Penisini,DET,DL,"6'1""",73,318,1997-05-31,23.0,0.0,Utah,91,J.Penisini
1342,John Reid,HOU,CB,"5'11""",71,184,1996-05-15,24.0,0.0,Penn State,34,J.Reid
1343,John Ross III,CIN,WR,"5'11""",71,194,1995-11-27,24.0,3.0,Washington,11,J.RossIII
1344,John Simon,NE,DE,"6'2""",74,260,1990-10-14,29.0,7.0,Ohio State,55,J.Simon
1345,John Simpson,LV,G,"6'4""",76,321,1997-08-19,23.0,0.0,Clemson,76,J.Simpson
1346,John Ursua,SEA,WR,"5'9""",69,182,1994-01-17,26.0,1.0,Hawaii,15,J.Ursua
1347,John Wetzel,ATL,OT,"6'7""",79,328,1991-07-18,29.0,7.0,Boston College,75,J.Wetzel
1348,John Wolford,LA,QB,"6'1""",73,200,1995-10-16,24.0,2.0,Wake Forest,9,J.Wolford
1349,Johnathan Abram,LV,FS,"6'0""",72,205,1996-10-25,23.0,1.0,Mississippi State,24,J.Abram
1350,Johnathan Hankins,LV,DT,"6'3""",75,340,1992-03-30,28.0,7.0,Ohio State,90,J.Hankins
1351,Johnathan Joseph,TEN,CB,"5'11""",71,186,1984-04-16,36.0,14.0,South Carolina,33,J.Joseph
1352,Johnathon Johnson,WAS,WR,"5'10""",70,180,1996-09-30,23.0,0.0,Missouri,16,J.Johnson
1353,Johnnie Dixon,ARI,WR,"5'11""",71,198,1994-09-16,25.0,1.0,Ohio State,12,J.Dixon
1354,Johnny Hekker,LA,P,"6'5""",77,241,1990-02-08,30.0,8.0,Oregon State,6,J.Hekker
1355,Johnny Mundt,LA,TE,"6'4""",76,233,1994-11-23,25.0,3.0,Oregon,82,J.Mundt
1356,Johnny Ragin,TEN,ILB,"6'3""",75,225,1995-02-08,22.0,0.0,Oregon,49,J.Ragin
1357,Johnny Stanton,CLE,FB,"6'2""",74,240,1994-09-07,25.0,2.0,UNLV,43,J.Stanton
1358,Johnson Bademosi,NO,DB,"6'0""",72,219,1990-07-23,30.0,8.0,Stanford,29,J.Bademosi
1359,Jon Bostic,WAS,ILB,"6'1""",73,245,1991-05-05,29.0,7.0,Florida,53,J.Bostic
1360,Jon Feliciano,BUF,G,"6'4""",76,325,1992-02-10,28.0,5.0,Miami (FL),76,J.Feliciano
1361,Jon Runyan,GB,OL,"6'4""",76,319,1997-08-08,23.0,0.0,Michigan,76,J.Runyan
1362,Jon Weeks,HOU,LS,"5'10""",70,242,1986-02-17,34.0,10.0,Baylor,46,J.Weeks
1363,Jon'Vea Johnson,DAL,WR,"6'0""",72,192,1995-12-23,24.0,1.0,Toledo,81,J.Johnson
1364,Jonah Jackson,DET,OL,"6'3""",75,309,1997-02-05,23.0,0.0,Ohio State,73,J.Jackson
1365,Jonah Williams,LA,DE,"6'5""",77,275,1995-08-17,25.0,0.0,Weber State,62,J.Williams
1366,Jonah Williams,CIN,OT,"6'4""",76,305,1997-11-17,22.0,1.0,Alabama,73,J.Williams
1367,Jonathan Allen,WAS,DE,"6'3""",75,300,1995-01-16,25.0,3.0,Alabama,93,J.Allen
1368,Jonathan Bullard,ARI,DE,"6'3""",75,296,1993-10-22,26.0,4.0,Florida,90,J.Bullard
1369,Jonathan Garvin,GB,DL,"6'4""",76,263,1999-07-28,21.0,0.0,Miami (FL),53,J.Garvin
1370,Jonathan Greenard,HOU,DE,"6'4""",76,263,1997-05-25,23.0,0.0,Florida,52,J.Greenard
1371,Jonathan Harris,DEN,DE,"6'5""",77,295,1996-08-04,24.0,1.0,Lindenwood,92,J.Harris
1372,Jonathan Hubbard,MIA,OT,"6'5""",77,274,1997-08-17,23.0,0.0,Northwestern State (IA),71,J.Hubbard
1373,Jonathan Jones,NE,CB,"5'10""",70,190,1993-09-20,26.0,4.0,Auburn,31,J.Jones
1374,Jonathan Kongbo,SF,DE,"6'5""",77,254,1996-03-19,24.0,0.0,Tennessee,61,J.Kongbo
1375,Jonathan Owens,HOU,FS,"5'11""",71,210,1995-07-22,25.0,2.0,Missouri Western State,36,J.Owens
1376,Jonathan Taylor,IND,RB,"5'11""",71,219,1999-01-19,21.0,0.0,Wisconsin,28,J.Taylor
1377,Jonnu Smith,TEN,TE,"6'3""",75,248,1995-08-22,25.0,3.0,Florida International,81,J.Smith
1378,Jonotthan Harrison,NYJ,C,"6'4""",76,300,1991-08-25,28.0,6.0,Florida,78,J.Harrison
1379,Jordan Akins,HOU,TE,"6'4""",76,243,1992-04-19,28.0,2.0,Central Florida,88,J.Akins
1380,Jordan Berry,PIT,P,"6'5""",77,195,1991-03-18,29.0,5.0,Eastern Kentucky,4,J.Berry
1381,Jordan Brailford,WAS,OLB,"6'3""",75,252,1995-10-09,24.0,1.0,Oklahoma State,95,J.Brailford
1382,Jordan Dangerfield,PIT,SS,"5'11""",71,199,1990-12-25,29.0,7.0,Towson,37,J.Dangerfield
1383,Jordan Devey,LV,G,"6'6""",78,320,1988-01-11,32.0,7.0,Memphis,65,J.Devey
1384,Jordan Elliott,CLE,DT,"6'4""",76,302,1997-11-23,22.0,0.0,Missouri,61,J.Elliott
1385,Jordan Evans,CIN,OLB,"6'3""",75,242,1995-01-27,25.0,3.0,Oklahoma,50,J.Evans
1386,Jordan Fehr,MIN,LB,"6'3""",75,230,1998-06-16,22.0,0.0,Appalachian State,49,J.Fehr
1387,Jordan Franks,CIN,TE,"6'4""",76,240,1996-02-01,24.0,2.0,Central Florida,88,J.Franks
1388,Jordan Fuller,LA,S,"6'2""",74,200,1998-03-04,22.0,0.0,Ohio State,32,J.Fuller
1389,Jordan Glasgow,IND,LB,"6'1""",73,226,1996-06-28,24.0,0.0,Michigan,59,J.Glasgow
1390,Jordan Hicks,ARI,ILB,"6'1""",73,236,1992-06-27,28.0,5.0,Texas,58,J.Hicks
1391,Jordan Howard,MIA,RB,"6'0""",72,224,1994-11-02,25.0,4.0,Indiana,34,J.Howard
1392,Jordan Jenkins,NYJ,OLB,"6'3""",75,259,1994-07-01,26.0,4.0,Georgia,48,J.Jenkins
1393,Jordan Kunaszyk,CAR,ILB,"6'3""",75,235,1996-10-15,23.0,1.0,California,43,J.Kunaszyk
1394,Jordan Love,GB,QB,"6'4""",76,224,1998-11-02,21.0,0.0,Utah State,10,J.Love
1395,Jordan Lucas,CHI,SS,"6'1""",73,190,1993-08-02,27.0,4.0,Penn State,21,J.Lucas
1396,Jordan Mack,CAR,LB,"6'3""",75,232,1998-02-07,22.0,0.0,Virginia,47,J.Mack
1397,Jordan Mailata,PHI,OT,"6'8""",80,346,1997-03-31,23.0,2.0,None,68,J.Mailata
1398,Jordan Miller,ATL,CB,"6'2""",74,190,1997-02-08,23.0,1.0,Washington,28,J.Miller
1399,Jordan Phillips,ARI,NT,"6'6""",78,341,1992-09-21,27.0,5.0,Oklahoma,97,J.Phillips
1400,Jordan Poyer,BUF,SS,"6'0""",72,191,1991-04-25,29.0,7.0,Oregon State,21,J.Poyer
1401,Jordan Reed,SF,TE,"6'2""",74,236,1990-07-03,30.0,7.0,Florida,86,J.Reed
1402,Jordan Richards,BAL,SS,"5'11""",71,210,1993-01-21,27.0,5.0,Stanford,28,J.Richards
1403,Jordan Roos,LV,G,"6'3""",75,302,1993-07-06,27.0,3.0,Purdue,60,J.Roos
1404,Jordan Scarlett,CAR,RB,"5'11""",71,210,1995-07-08,25.0,1.0,Florida,20,J.Scarlett
1405,Jordan Simmons,SEA,G,"6'4""",76,339,1994-07-15,26.0,3.0,USC,66,J.Simmons
1406,Jordan Steckler,NO,G,"6'5""",77,305,1996-07-16,24.0,0.0,Northern Illinois,70,J.Steckler
1407,Jordan Ta'amu,KC,QB,"6'3""",75,214,1997-12-10,22.0,1.0,Mississippi,8,J.Ta'amu
1408,Jordan Thomas,HOU,TE,"6'5""",77,277,1996-08-02,24.0,2.0,Mississippi State,83,J.Thomas
1409,Jordan Veasy,WAS,WR,"6'3""",75,221,1995-06-23,25.0,2.0,California,14,J.Veasy
1410,Jordan Whitehead,TB,SS,"5'10""",70,198,1997-03-18,23.0,2.0,Pittsburgh,33,J.Whitehead
1411,Jordan Wilkins,IND,RB,"6'1""",73,216,1994-07-18,26.0,2.0,Mississippi,20,J.Wilkins
1412,Jordan Willis,NYJ,DE,"6'4""",76,270,1995-05-02,25.0,3.0,Kansas State,55,J.Willis
1413,Jordyn Brooks,SEA,LB,"6'0""",72,240,1997-10-21,22.0,0.0,Texas Tech,56,J.Brooks
1414,Joseph Charlton,CAR,P,"6'5""",77,190,1997-04-07,23.0,0.0,South Carolina,3,J.Charlton
1415,Josey Jewell,DEN,ILB,"6'1""",73,236,1994-12-25,25.0,2.0,Iowa,47,J.Jewell
1416,Josh Adams,NYJ,RB,"6'2""",74,225,1996-10-29,23.0,2.0,Notre Dame,36,J.Adams
1417,Josh Allen,BUF,QB,"6'5""",77,237,1996-05-21,24.0,2.0,Wyoming,17,J.Allen
1418,Josh Allen,JAX,DE,"6'5""",77,262,1997-07-13,23.0,1.0,Kentucky,41,J.Allen
1419,Josh Andrews,NYJ,G,"6'2""",74,298,1991-06-21,29.0,6.0,Oregon State,68,J.Andrews
1420,Josh Banderas,DEN,OLB,"6'3""",75,239,1995-02-22,22.0,0.0,Nebraska,47,J.Banderas
1421,Josh Bellamy,NYJ,WR,"6'0""",72,208,1989-05-18,31.0,8.0,Louisville,15,J.Bellamy
1422,Josh Bynes,CIN,ILB,"6'1""",73,235,1989-08-24,31.0,9.0,Auburn,56,J.Bynes
1423,Josh Doctson,NYJ,WR,"6'2""",74,205,1992-12-03,27.0,4.0,TCU,18,J.Doctson
1424,Josh Dunlop,LAC,OL,"6'7""",79,300,1997-04-10,23.0,0.0,Texas-San Antonio,62,J.Dunlop
1425,Josh Hammond,JAX,WR,"6'0""",72,194,1998-07-24,22.0,0.0,Florida,81,J.Hammond
1426,Josh Harris,ATL,LS,"6'1""",73,224,1989-04-27,31.0,8.0,Auburn,47,J.Harris
1427,Josh Harvey-Clemons,WAS,ILB,"6'4""",76,245,1994-02-20,26.0,3.0,Louisville,40,J.Harvey-Clemons
1428,Josh Hawkins,ATL,CB,"5'10""",70,190,1993-01-23,27.0,4.0,East Carolina,29,J.Hawkins
1429,Josh Hill,NO,TE,"6'5""",77,250,1990-05-21,30.0,7.0,Idaho State,89,J.Hill
1430,Josh Jackson,GB,CB,"6'0""",72,196,1996-04-03,24.0,2.0,Iowa,37,J.Jackson
1431,Josh Jacobs,LV,RB,"5'10""",70,220,1998-02-11,22.0,1.0,Alabama,28,J.Jacobs
1432,Josh Jones,ARI,OL,"6'5""",77,319,1997-06-22,23.0,0.0,Houston,79,J.Jones
1433,Josh Jones,JAX,FS,"6'2""",74,220,1994-09-20,25.0,3.0,North Carolina State,29,J.Jones
1434,Josh Knipfel,CIN,OT,"6'5""",77,305,1998-02-26,22.0,0.0,Iowa State,75,J.Knipfel
1435,Josh Lambo,JAX,K,"6'0""",72,215,1990-11-19,29.0,5.0,Texas A&M,4,J.Lambo
1436,Josh Latham,NYJ,LS,"6'2""",74,250,1993-09-20,24.0,1.0,Sacramento State,0,J.Latham
1437,Josh Love,LA,QB,"6'2""",74,203,1996-11-28,23.0,0.0,San Jose State,2,J.Love
1438,Josh Malone,NYJ,WR,"6'3""",75,205,1996-03-21,24.0,3.0,Tennessee,83,J.Malone
1439,Josh Mauro,JAX,DE,"6'6""",78,290,1991-02-17,29.0,6.0,Stanford,97,J.Mauro
1440,Josh Metellus,MIN,S,"5'11""",71,215,1998-01-21,22.0,0.0,Michigan,44,J.Metellus
1441,Josh Norman,BUF,CB,"6'0""",72,200,1987-12-15,32.0,8.0,Coastal Carolina,29,J.Norman
1442,Josh Oliver,JAX,TE,"6'5""",77,249,1997-03-21,23.0,1.0,San Jose State,89,J.Oliver
1443,Josh Pearson,TB,WR,"6'4""",76,205,1997-06-13,23.0,0.0,Jacksonville State,89,J.Pearson
1444,Josh Perkins,PHI,TE,"6'3""",75,223,1993-08-05,27.0,4.0,Washington,81,J.Perkins
1445,Josh Reynolds,LA,WR,"6'3""",75,196,1995-02-16,25.0,3.0,Texas A&M,11,J.Reynolds
1446,Josh Rosen,MIA,QB,"6'4""",76,226,1997-02-10,23.0,2.0,UCLA,3,J.Rosen
1447,Josh Smith,TEN,LB,"6'4""",76,240,1997-02-25,23.0,1.0,Vanderbilt,45,J.Smith
1448,Josh Sweat,PHI,DE,"6'5""",77,251,1997-03-29,23.0,2.0,Florida State,94,J.Sweat
1449,Josh Thomas,BUF,DB,"6'0""",72,205,1996-11-19,23.0,0.0,Appalachian State,36,J.Thomas
1450,Josh Tupou,CIN,NT,"6'3""",75,345,1994-05-02,26.0,3.0,Colorado,91,J.Tupou
1451,Josh Uche,NE,LB,"6'3""",75,226,1998-09-18,21.0,0.0,Michigan,6,J.Uche
1452,Josh Watson,DEN,ILB,"6'1""",73,236,1996-05-20,23.0,0.0,Colorado State,54,J.Watson
1453,Josh Watson,DEN,ILB,"6'2""",74,240,1996-05-20,24.0,1.0,Colorado State,54,J.Watson
1454,Josh Wells,TB,OT,"6'6""",78,306,1991-02-14,29.0,6.0,James Madison,72,J.Wells
1455,Josh Woods,CHI,ILB,"6'1""",73,236,1996-07-01,24.0,2.0,Maryland,55,J.Woods
1456,Joshua Cribbs,CLE,WR,"6'1""",73,215,1983-06-09,34.0,11.0,Kent State,16,J.Cribbs
1457,Joshua Dobbs,JAX,QB,"6'3""",75,216,1995-01-26,25.0,3.0,Tennessee,11,J.Dobbs
1458,Joshua Kalu,TEN,FS,"6'0""",72,203,1995-08-28,24.0,2.0,Nebraska,46,J.Kalu
1459,Joshua Kelley,LAC,RB,"5'11""",71,213,1997-11-20,22.0,0.0,UCLA,27,J.Kelley
1460,Joshua Miles,ARI,OT,"6'5""",77,314,1996-01-04,24.0,1.0,Morgan State,66,J.Miles
1461,Josiah Deguara,GB,TE,"6'2""",74,239,1997-02-14,23.0,0.0,Cincinnati,81,J.Deguara
1462,Josiah Scott,JAX,CB,"5'9""",69,185,1999-04-05,21.0,0.0,Michigan State,24,J.Scott
1463,Josiah Tauaefa,NYG,ILB,"6'1""",73,232,1997-03-05,23.0,1.0,Texas-San Antonio,48,J.Tauaefa
1464,Jourdan Lewis,DAL,CB,"5'10""",70,195,1995-08-31,24.0,3.0,Michigan,26,J.Lewis
1465,Jovante Moffatt,CLE,S,"5'11""",71,213,1996-12-25,23.0,0.0,Middle Tennessee State,36,J.Moffatt
1466,JuJu Hughes,LA,S,"5'11""",71,188,1998-07-19,22.0,0.0,Fresno State,46,J.Hughes
1467,JuJu Smith-Schuster,PIT,WR,"6'1""",73,215,1996-11-22,23.0,3.0,USC,19,J.Smith-Schuster
1468,Juan Thornhill,KC,FS,"6'0""",72,205,1995-10-19,24.0,1.0,Virginia,22,J.Thornhill
1469,Julian Blackmon,IND,S,"6'0""",72,187,1998-08-24,21.0,0.0,Utah,32,J.Blackmon
1470,Julian Edelman,NE,WR,"5'10""",70,198,1986-05-22,34.0,11.0,Kent State,11,J.Edelman
1471,Julian Good-Jones,PHI,G,"6'5""",77,313,1997-03-02,23.0,0.0,Iowa State,61,J.Good-Jones
1472,Julian Love,NYG,FS,"5'11""",71,195,1998-03-19,22.0,1.0,Notre Dame,20,J.Love
1473,Julian Okwara,DET,DE,"6'4""",76,252,1997-12-27,22.0,0.0,Notre Dame,45,J.Okwara
1474,Julio Jones,ATL,WR,"6'3""",75,220,1989-02-08,31.0,9.0,Alabama,11,J.Jones
1475,Julién Davenport,MIA,OT,"6'7""",79,325,1995-01-09,25.0,3.0,Bucknell,70,J.Davenport
1476,Jullian Taylor,SF,DT,"6'5""",77,280,1995-01-30,25.0,2.0,Temple,77,J.Taylor
1477,Jurrell Casey,DEN,DE,"6'1""",73,305,1989-12-05,30.0,9.0,USC,99,J.Casey
1478,Justice Hill,BAL,RB,"5'10""",70,200,1997-11-14,22.0,1.0,Oklahoma State,43,J.Hill
1479,Justin Bethel,NE,CB,"6'0""",72,200,1990-06-17,30.0,8.0,Presbyterian,29,J.Bethel
1480,Justin Coleman,DET,CB,"5'11""",71,190,1993-03-27,27.0,5.0,Tennessee,27,J.Coleman
1481,Justin Ellis,BAL,DT,"6'2""",74,350,1990-12-27,29.0,6.0,Louisiana Tech,71,J.Ellis
1482,Justin Evans,TB,SS,"6'0""",72,199,1995-08-26,24.0,3.0,Texas A&M,21,J.Evans
1483,Justin Gooseberry,ATL,G,"6'4""",76,290,1996-10-14,23.0,0.0,Rice,66,J.Gooseberry
1484,Justin Hamilton,DAL,DT,"6'2""",74,315,1993-07-27,27.0,5.0,Louisiana-Lafayette,79,J.Hamilton
1485,Justin Hardee,NO,CB,"6'1""",73,200,1994-02-07,26.0,3.0,Illinois,34,J.Hardee
1486,Justin Herbert,LAC,QB,"6'6""",78,240,1998-03-10,22.0,0.0,Oregon,10,J.Herbert
1487,Justin Herron,NE,OL,"6'5""",77,305,1995-11-27,24.0,0.0,Wake Forest,75,J.Herron
1488,Justin Hollins,DEN,OLB,"6'5""",77,248,1996-01-15,24.0,1.0,Oregon,52,J.Hollins
1489,Justin Houston,IND,DE,"6'3""",75,270,1989-01-12,31.0,9.0,Georgia,50,J.Houston
1490,Justin Jackson,LAC,RB,"6'0""",72,199,1996-04-22,24.0,2.0,Northwestern,22,J.Jackson
1491,Justin Jefferson,MIN,WR,"6'1""",73,202,1999-01-16,21.0,0.0,LSU,18,J.Jefferson
1492,Justin Jones,LAC,DT,"6'3""",75,309,1996-08-28,23.0,2.0,North Carolina State,93,J.Jones
1493,Justin Lawler,LA,OLB,"6'4""",76,265,1994-12-23,25.0,2.0,Southern Methodist,53,J.Lawler
1494,Justin Layne,PIT,CB,"6'2""",74,192,1998-01-12,22.0,1.0,Michigan State,31,J.Layne
1495,Justin Madubuike,BAL,DT,"6'3""",75,293,1997-11-17,22.0,0.0,Texas A&M,92,J.Madubuike
1496,Justin March,DAL,ILB,"6'0""",72,222,1993-07-05,27.0,5.0,Akron,53,J.March
1497,Justin McCray,ATL,G,"6'3""",75,315,1992-05-31,28.0,6.0,Central Florida,65,J.McCray
1498,Justin Murray,ARI,OT,"6'5""",77,315,1993-04-19,27.0,4.0,Cincinnati,71,J.Murray
1499,Justin Phillips,LV,ILB,"6'0""",72,235,1995-10-10,24.0,1.0,Oklahoma State,56,J.Phillips
1500,Justin Pugh,ARI,G,"6'5""",77,311,1990-08-15,30.0,7.0,Syracuse,67,J.Pugh
1501,Justin Reid,HOU,FS,"6'1""",73,203,1997-02-15,23.0,2.0,Stanford,20,J.Reid
1502,Justin Rohrwasser,NE,K,"6'3""",75,230,1996-12-07,23.0,0.0,Marshall,16,J.Rohrwasser
1503,Justin Simmons,DEN,FS,"6'2""",74,202,1993-11-19,26.0,4.0,Boston College,31,J.Simmons
1504,Justin Skule,SF,OT,"6'6""",78,318,1996-11-23,23.0,1.0,Vanderbilt,67,J.Skule
1505,Justin Strnad,DEN,LB,"6'3""",75,238,1996-08-21,24.0,0.0,Wake Forest,40,J.Strnad
1506,Justin Tucker,BAL,K,"6'1""",73,183,1989-11-21,30.0,8.0,Texas,9,J.Tucker
1507,Justin Watson,TB,WR,"6'3""",75,215,1995-04-04,25.0,2.0,Pennsylvania,17,J.Watson
1508,Juston Burris,CAR,SS,"6'0""",72,212,1993-08-04,27.0,4.0,North Carolina State,31,J.Burris
1509,Juwan Green,ATL,WR,"6'0""",72,187,1998-07-01,22.0,0.0,Albany,12,J.Green
1510,Juwan Johnson,NO,WR,"6'4""",76,231,1996-09-13,23.0,0.0,Oregon,83,J.Johnson
1511,Juwann Winfree,DEN,WR,"6'3""",75,215,1996-09-04,23.0,1.0,Colorado,15,J.Winfree
1512,K'Lavon Chaisson,JAX,LB,"6'3""",75,254,1999-07-25,21.0,0.0,LSU,45,K.Chaisson
1513,K'Von Wallace,PHI,S,"5'11""",71,205,1997-07-25,23.0,0.0,Clemson,42,K.Wallace
1514,K'Waun Williams,SF,CB,"5'9""",69,185,1991-07-12,29.0,6.0,Pittsburgh,24,K.Williams
1515,K.J. Hamler,DEN,WR,"5'9""",69,178,1999-07-08,21.0,0.0,Penn State,13,K.Hamler
1516,K.J. Hill,LAC,WR,"6'0""",72,198,1997-09-15,22.0,0.0,Ohio State,84,K.Hill
1517,K.J. Malone,HOU,G,"6'4""",76,303,1995-05-08,23.0,0.0,None,63,K.Malone
1518,K.J. Osborn,MIN,WR,"6'0""",72,205,1997-06-10,23.0,0.0,Miami (FL),17,K.Osborn
1519,K.J. Wright,SEA,OLB,"6'4""",76,246,1989-07-23,31.0,9.0,Mississippi State,50,K.Wright
1520,KC McDermott,JAX,G,"6'5""",77,311,1996-04-18,24.0,2.0,Miami (FL),62,K.McDermott
1521,Ka'dar Hollman,GB,CB,"6'0""",72,196,1994-09-18,25.0,1.0,Toledo,29,K.Hollman
1522,Ka'imi Fairbairn,HOU,K,"6'0""",72,183,1994-01-29,26.0,4.0,UCLA,7,K.Fairbairn
1523,Kaare Vedvik,BUF,K,"6'3""",75,210,1994-03-16,26.0,2.0,Marshall,6,K.Vedvik
1524,Kabion Ento,GB,CB,"6'1""",73,187,1996-01-03,24.0,1.0,Colorado,48,K.Ento
1525,Kaden Elliss,NO,OLB,"6'3""",75,240,1995-07-10,25.0,1.0,Idaho,55,K.Elliss
1526,Kaden Smith,NYG,TE,"6'5""",77,249,1997-04-24,23.0,1.0,Stanford,82,K.Smith
1527,Kahale Warring,HOU,TE,"6'5""",77,252,1997-03-23,23.0,1.0,San Diego State,81,K.Warring
1528,Kahzin Daniels,TB,OLB,"6'4""",76,240,1995-10-26,24.0,1.0,Charleston (WV),41,K.Daniels
1529,Kaleb McGary,ATL,OT,"6'6""",78,306,1995-02-22,25.0,1.0,Washington,76,K.McGary
1530,Kalen Ballage,MIA,RB,"6'2""",74,231,1995-12-22,24.0,2.0,Arizona State,27,K.Ballage
1531,Kalif Raymond,TEN,WR,"5'8""",68,182,1994-08-08,26.0,4.0,Holy Cross,14,K.Raymond
1532,Kalija Lipscomb,KC,WR,"6'0""",72,207,1997-10-06,22.0,0.0,Vanderbilt,19,K.Lipscomb
1533,Kalil Morris,BAL,DT,"6'2""",74,322,1995-10-22,24.0,1.0,Kent State,91,K.Morris
1534,Kamaal Seymour,LV,OT,"6'6""",78,319,1996-04-27,24.0,0.0,Rutgers,63,K.Seymour
1535,Kamal Martin,GB,LB,"6'3""",75,239,1998-06-17,22.0,0.0,Minnesota,54,K.Martin
1536,Kamalei Correa,TEN,OLB,"6'3""",75,241,1994-04-27,26.0,4.0,Boise State,40,K.Correa
1537,Kameron Canaday,PIT,LS,"6'4""",76,245,1992-08-20,28.0,4.0,Portland State,57,K.Canaday
1538,Kameron Cline,IND,DT,"6'4""",76,270,1998-02-19,22.0,0.0,South Dakota,92,K.Cline
1539,Kamren Curl,WAS,S,"6'1""",73,206,1999-03-31,21.0,0.0,Arkansas,31,K.Curl
1540,Kamu Grugier-Hill,MIA,OLB,"6'2""",74,230,1994-05-16,26.0,4.0,Eastern Illinois,51,K.Grugier-Hill
1541,Karan Higdon Jr.,HOU,RB,"5'10""",70,202,1996-09-08,23.0,1.0,Michigan,24,K.HigdonJr.
1542,Kareem Hunt,CLE,RB,"5'11""",71,216,1995-08-06,25.0,3.0,Toledo,27,K.Hunt
1543,Kareem Jackson,DEN,SS,"5'10""",70,183,1988-04-10,32.0,10.0,Alabama,22,K.Jackson
1544,Kareem Orr,TEN,SS,"5'11""",71,195,1997-01-02,23.0,1.0,Tennessee-Chattanooga,20,K.Orr
1545,Karl Joseph,CLE,SS,"5'10""",70,200,1993-09-08,26.0,4.0,West Virginia,42,K.Joseph
1546,Karlos Williams,PIT,RB,"6'1""",73,230,1993-05-04,26.0,5.0,Florida State,30,K.Williams
1547,Kavon Frazier,MIA,SS,"6'0""",72,220,1994-08-11,26.0,4.0,Central Michigan,35,K.Frazier
1548,Kawann Short,CAR,DE,"6'3""",75,315,1989-02-02,31.0,7.0,Purdue,99,K.Short
1549,Ke'Shawn Vaughn,TB,RB,"5'10""",70,214,1997-05-04,23.0,0.0,Vanderbilt,30,K.Vaughn
1550,Keanu Neal,ATL,SS,"6'1""",73,216,1995-07-26,25.0,4.0,Florida,22,K.Neal
